"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2044","98 years","Both sexes","Method - M3","Number","3031"
"Population Projections based on Census 2022","2044","99 years and over","Both sexes","Method - M1","Number","4918"
"Population Projections based on Census 2022","2044","99 years and over","Both sexes","Method - M2","Number","4815"
"Population Projections based on Census 2022","2044","99 years and over","Both sexes","Method - M3","Number","4726"
"Population Projections based on Census 2022","2044","All ages","Both sexes","Method - M1","Number","6494116"
"Population Projections based on Census 2022","2044","All ages","Both sexes","Method - M2","Number","6175082"
"Population Projections based on Census 2022","2044","All ages","Both sexes","Method - M3","Number","5785502"
"Population Projections based on Census 2022","2045","Under 1 year","Both sexes","Method - M1","Number","56906"
"Population Projections based on Census 2022","2045","Under 1 year","Both sexes","Method - M2","Number","52846"
"Population Projections based on Census 2022","2045","Under 1 year","Both sexes","Method - M3","Number","47662"
"Population Projections based on Census 2022","2045","1 year","Both sexes","Method - M1","Number","57291"
"Population Projections based on Census 2022","2045","1 year","Both sexes","Method - M2","Number","53258"
"Population Projections based on Census 2022","2045","1 year","Both sexes","Method - M3","Number","48175"
"Population Projections based on Census 2022","2045","2 years","Both sexes","Method - M1","Number","57551"
"Population Projections based on Census 2022","2045","2 years","Both sexes","Method - M2","Number","53553"
"Population Projections based on Census 2022","2045","2 years","Both sexes","Method - M3","Number","48578"
"Population Projections based on Census 2022","2045","3 years","Both sexes","Method - M1","Number","57618"
"Population Projections based on Census 2022","2045","3 years","Both sexes","Method - M2","Number","53672"
"Population Projections based on Census 2022","2045","3 years","Both sexes","Method - M3","Number","48814"
"Population Projections based on Census 2022","2045","4 years","Both sexes","Method - M1","Number","57540"
"Population Projections based on Census 2022","2045","4 years","Both sexes","Method - M2","Number","53645"
"Population Projections based on Census 2022","2045","4 years","Both sexes","Method - M3","Number","48913"
"Population Projections based on Census 2022","2045","5 years","Both sexes","Method - M1","Number","57424"
"Population Projections based on Census 2022","2045","5 years","Both sexes","Method - M2","Number","53590"
"Population Projections based on Census 2022","2045","5 years","Both sexes","Method - M3","Number","48983"
"Population Projections based on Census 2022","2045","6 years","Both sexes","Method - M1","Number","57233"
"Population Projections based on Census 2022","2045","6 years","Both sexes","Method - M2","Number","53472"
"Population Projections based on Census 2022","2045","6 years","Both sexes","Method - M3","Number","49004"
"Population Projections based on Census 2022","2045","7 years","Both sexes","Method - M1","Number","56981"
"Population Projections based on Census 2022","2045","7 years","Both sexes","Method - M2","Number","53297"
"Population Projections based on Census 2022","2045","7 years","Both sexes","Method - M3","Number","48966"
"Population Projections based on Census 2022","2045","8 years","Both sexes","Method - M1","Number","57395"
"Population Projections based on Census 2022","2045","8 years","Both sexes","Method - M2","Number","53762"
"Population Projections based on Census 2022","2045","8 years","Both sexes","Method - M3","Number","49538"
"Population Projections based on Census 2022","2045","9 years","Both sexes","Method - M1","Number","57719"
"Population Projections based on Census 2022","2045","9 years","Both sexes","Method - M2","Number","54149"
"Population Projections based on Census 2022","2045","9 years","Both sexes","Method - M3","Number","50044"
"Population Projections based on Census 2022","2045","10 years","Both sexes","Method - M1","Number","58051"
"Population Projections based on Census 2022","2045","10 years","Both sexes","Method - M2","Number","54551"
"Population Projections based on Census 2022","2045","10 years","Both sexes","Method - M3","Number","50573"
"Population Projections based on Census 2022","2045","11 years","Both sexes","Method - M1","Number","58337"
"Population Projections based on Census 2022","2045","11 years","Both sexes","Method - M2","Number","54920"
"Population Projections based on Census 2022","2045","11 years","Both sexes","Method - M3","Number","51080"
"Population Projections based on Census 2022","2045","12 years","Both sexes","Method - M1","Number","58698"
"Population Projections based on Census 2022","2045","12 years","Both sexes","Method - M2","Number","55373"
"Population Projections based on Census 2022","2045","12 years","Both sexes","Method - M3","Number","51684"
"Population Projections based on Census 2022","2045","13 years","Both sexes","Method - M1","Number","59218"
"Population Projections based on Census 2022","2045","13 years","Both sexes","Method - M2","Number","55994"
"Population Projections based on Census 2022","2045","13 years","Both sexes","Method - M3","Number","52461"
"Population Projections based on Census 2022","2045","14 years","Both sexes","Method - M1","Number","59668"
"Population Projections based on Census 2022","2045","14 years","Both sexes","Method - M2","Number","56524"
"Population Projections based on Census 2022","2045","14 years","Both sexes","Method - M3","Number","53124"
"Population Projections based on Census 2022","2045","15 years","Both sexes","Method - M1","Number","60432"
"Population Projections based on Census 2022","2045","15 years","Both sexes","Method - M2","Number","57162"
"Population Projections based on Census 2022","2045","15 years","Both sexes","Method - M3","Number","53543"
"Population Projections based on Census 2022","2045","16 years","Both sexes","Method - M1","Number","61239"
"Population Projections based on Census 2022","2045","16 years","Both sexes","Method - M2","Number","57842"
"Population Projections based on Census 2022","2045","16 years","Both sexes","Method - M3","Number","53944"
"Population Projections based on Census 2022","2045","17 years","Both sexes","Method - M1","Number","62189"
"Population Projections based on Census 2022","2045","17 years","Both sexes","Method - M2","Number","58669"
"Population Projections based on Census 2022","2045","17 years","Both sexes","Method - M3","Number","54495"
"Population Projections based on Census 2022","2045","18 years","Both sexes","Method - M1","Number","63279"
"Population Projections based on Census 2022","2045","18 years","Both sexes","Method - M2","Number","59642"
"Population Projections based on Census 2022","2045","18 years","Both sexes","Method - M3","Number","55186"
"Population Projections based on Census 2022","2045","19 years","Both sexes","Method - M1","Number","64424"
"Population Projections based on Census 2022","2045","19 years","Both sexes","Method - M2","Number","60681"
"Population Projections based on Census 2022","2045","19 years","Both sexes","Method - M3","Number","55941"
"Population Projections based on Census 2022","2045","20 years","Both sexes","Method - M1","Number","65338"
"Population Projections based on Census 2022","2045","20 years","Both sexes","Method - M2","Number","61547"
"Population Projections based on Census 2022","2045","20 years","Both sexes","Method - M3","Number","56591"
"Population Projections based on Census 2022","2045","21 years","Both sexes","Method - M1","Number","66197"
"Population Projections based on Census 2022","2045","21 years","Both sexes","Method - M2","Number","62372"
"Population Projections based on Census 2022","2045","21 years","Both sexes","Method - M3","Number","57080"
"Population Projections based on Census 2022","2045","22 years","Both sexes","Method - M1","Number","68829"
"Population Projections based on Census 2022","2045","22 years","Both sexes","Method - M2","Number","64797"
"Population Projections based on Census 2022","2045","22 years","Both sexes","Method - M3","Number","59107"
"Population Projections based on Census 2022","2045","23 years","Both sexes","Method - M1","Number","69071"
"Population Projections based on Census 2022","2045","23 years","Both sexes","Method - M2","Number","64837"
"Population Projections based on Census 2022","2045","23 years","Both sexes","Method - M3","Number","58747"
"Population Projections based on Census 2022","2045","24 years","Both sexes","Method - M1","Number","67918"
"Population Projections based on Census 2022","2045","24 years","Both sexes","Method - M2","Number","63476"
"Population Projections based on Census 2022","2045","24 years","Both sexes","Method - M3","Number","56965"
"Population Projections based on Census 2022","2045","25 years","Both sexes","Method - M1","Number","71522"
"Population Projections based on Census 2022","2045","25 years","Both sexes","Method - M2","Number","66819"
"Population Projections based on Census 2022","2045","25 years","Both sexes","Method - M3","Number","60016"
"Population Projections based on Census 2022","2045","26 years","Both sexes","Method - M1","Number","73852"
"Population Projections based on Census 2022","2045","26 years","Both sexes","Method - M2","Number","68892"
"Population Projections based on Census 2022","2045","26 years","Both sexes","Method - M3","Number","61790"
"Population Projections based on Census 2022","2045","27 years","Both sexes","Method - M1","Number","75861"
"Population Projections based on Census 2022","2045","27 years","Both sexes","Method - M2","Number","70639"
"Population Projections based on Census 2022","2045","27 years","Both sexes","Method - M3","Number","63227"
"Population Projections based on Census 2022","2045","28 years","Both sexes","Method - M1","Number","79288"
"Population Projections based on Census 2022","2045","28 years","Both sexes","Method - M2","Number","73800"
"Population Projections based on Census 2022","2045","28 years","Both sexes","Method - M3","Number","66075"
"Population Projections based on Census 2022","2045","29 years","Both sexes","Method - M1","Number","82735"
"Population Projections based on Census 2022","2045","29 years","Both sexes","Method - M2","Number","77059"
"Population Projections based on Census 2022","2045","29 years","Both sexes","Method - M3","Number","69108"
"Population Projections based on Census 2022","2045","30 years","Both sexes","Method - M1","Number","85773"
"Population Projections based on Census 2022","2045","30 years","Both sexes","Method - M2","Number","79900"
"Population Projections based on Census 2022","2045","30 years","Both sexes","Method - M3","Number","71706"
"Population Projections based on Census 2022","2045","31 years","Both sexes","Method - M1","Number","88238"
"Population Projections based on Census 2022","2045","31 years","Both sexes","Method - M2","Number","82179"
"Population Projections based on Census 2022","2045","31 years","Both sexes","Method - M3","Number","73828"
"Population Projections based on Census 2022","2045","32 years","Both sexes","Method - M1","Number","90379"
"Population Projections based on Census 2022","2045","32 years","Both sexes","Method - M2","Number","84128"
"Population Projections based on Census 2022","2045","32 years","Both sexes","Method - M3","Number","75618"
"Population Projections based on Census 2022","2045","33 years","Both sexes","Method - M1","Number","92990"
"Population Projections based on Census 2022","2045","33 years","Both sexes","Method - M2","Number","86555"
"Population Projections based on Census 2022","2045","33 years","Both sexes","Method - M3","Number","77882"
"Population Projections based on Census 2022","2045","34 years","Both sexes","Method - M1","Number","94646"
"Population Projections based on Census 2022","2045","34 years","Both sexes","Method - M2","Number","88017"
"Population Projections based on Census 2022","2045","34 years","Both sexes","Method - M3","Number","79183"
"Population Projections based on Census 2022","2045","35 years","Both sexes","Method - M1","Number","96564"
"Population Projections based on Census 2022","2045","35 years","Both sexes","Method - M2","Number","89678"
"Population Projections based on Census 2022","2045","35 years","Both sexes","Method - M3","Number","80601"
"Population Projections based on Census 2022","2045","36 years","Both sexes","Method - M1","Number","96392"
"Population Projections based on Census 2022","2045","36 years","Both sexes","Method - M2","Number","89222"
"Population Projections based on Census 2022","2045","36 years","Both sexes","Method - M3","Number","80040"
"Population Projections based on Census 2022","2045","37 years","Both sexes","Method - M1","Number","95668"
"Population Projections based on Census 2022","2045","37 years","Both sexes","Method - M2","Number","88432"
"Population Projections based on Census 2022","2045","37 years","Both sexes","Method - M3","Number","79248"
"Population Projections based on Census 2022","2045","38 years","Both sexes","Method - M1","Number","92904"
"Population Projections based on Census 2022","2045","38 years","Both sexes","Method - M2","Number","85618"
"Population Projections based on Census 2022","2045","38 years","Both sexes","Method - M3","Number","76446"
"Population Projections based on Census 2022","2045","39 years","Both sexes","Method - M1","Number","91032"
"Population Projections based on Census 2022","2045","39 years","Both sexes","Method - M2","Number","83714"
"Population Projections based on Census 2022","2045","39 years","Both sexes","Method - M3","Number","74486"
"Population Projections based on Census 2022","2045","40 years","Both sexes","Method - M1","Number","91450"
"Population Projections based on Census 2022","2045","40 years","Both sexes","Method - M2","Number","84101"
"Population Projections based on Census 2022","2045","40 years","Both sexes","Method - M3","Number","74840"
"Population Projections based on Census 2022","2045","41 years","Both sexes","Method - M1","Number","90875"
"Population Projections based on Census 2022","2045","41 years","Both sexes","Method - M2","Number","83506"
"Population Projections based on Census 2022","2045","41 years","Both sexes","Method - M3","Number","74244"
"Population Projections based on Census 2022","2045","42 years","Both sexes","Method - M1","Number","89984"
"Population Projections based on Census 2022","2045","42 years","Both sexes","Method - M2","Number","82575"
"Population Projections based on Census 2022","2045","42 years","Both sexes","Method - M3","Number","73313"
"Population Projections based on Census 2022","2045","43 years","Both sexes","Method - M1","Number","90056"
"Population Projections based on Census 2022","2045","43 years","Both sexes","Method - M2","Number","82611"
"Population Projections based on Census 2022","2045","43 years","Both sexes","Method - M3","Number","73376"
"Population Projections based on Census 2022","2045","44 years","Both sexes","Method - M1","Number","88754"
"Population Projections based on Census 2022","2045","44 years","Both sexes","Method - M2","Number","81270"
"Population Projections based on Census 2022","2045","44 years","Both sexes","Method - M3","Number","72071"
"Population Projections based on Census 2022","2045","45 years","Both sexes","Method - M1","Number","89834"
"Population Projections based on Census 2022","2045","45 years","Both sexes","Method - M2","Number","82583"
"Population Projections based on Census 2022","2045","45 years","Both sexes","Method - M3","Number","73746"
"Population Projections based on Census 2022","2045","46 years","Both sexes","Method - M1","Number","88543"
"Population Projections based on Census 2022","2045","46 years","Both sexes","Method - M2","Number","81540"
"Population Projections based on Census 2022","2045","46 years","Both sexes","Method - M3","Number","73129"
"Population Projections based on Census 2022","2045","47 years","Both sexes","Method - M1","Number","87121"
"Population Projections based on Census 2022","2045","47 years","Both sexes","Method - M2","Number","80411"
"Population Projections based on Census 2022","2045","47 years","Both sexes","Method - M3","Number","72347"
"Population Projections based on Census 2022","2045","48 years","Both sexes","Method - M1","Number","85474"
"Population Projections based on Census 2022","2045","48 years","Both sexes","Method - M2","Number","79070"
"Population Projections based on Census 2022","2045","48 years","Both sexes","Method - M3","Number","71366"
"Population Projections based on Census 2022","2045","49 years","Both sexes","Method - M1","Number","82870"
"Population Projections based on Census 2022","2045","49 years","Both sexes","Method - M2","Number","76767"
"Population Projections based on Census 2022","2045","49 years","Both sexes","Method - M3","Number","69440"
"Population Projections based on Census 2022","2045","50 years","Both sexes","Method - M1","Number","82097"
"Population Projections based on Census 2022","2045","50 years","Both sexes","Method - M2","Number","76295"
"Population Projections based on Census 2022","2045","50 years","Both sexes","Method - M3","Number","69362"
"Population Projections based on Census 2022","2045","51 years","Both sexes","Method - M1","Number","80759"
"Population Projections based on Census 2022","2045","51 years","Both sexes","Method - M2","Number","75257"
"Population Projections based on Census 2022","2045","51 years","Both sexes","Method - M3","Number","68730"
"Population Projections based on Census 2022","2045","52 years","Both sexes","Method - M1","Number","81740"
"Population Projections based on Census 2022","2045","52 years","Both sexes","Method - M2","Number","76542"
"Population Projections based on Census 2022","2045","52 years","Both sexes","Method - M3","Number","70422"
"Population Projections based on Census 2022","2045","53 years","Both sexes","Method - M1","Number","83848"
"Population Projections based on Census 2022","2045","53 years","Both sexes","Method - M2","Number","78946"
"Population Projections based on Census 2022","2045","53 years","Both sexes","Method - M3","Number","73235"
"Population Projections based on Census 2022","2045","54 years","Both sexes","Method - M1","Number","84491"
"Population Projections based on Census 2022","2045","54 years","Both sexes","Method - M2","Number","79896"
"Population Projections based on Census 2022","2045","54 years","Both sexes","Method - M3","Number","74585"
"Population Projections based on Census 2022","2045","55 years","Both sexes","Method - M1","Number","84327"
"Population Projections based on Census 2022","2045","55 years","Both sexes","Method - M2","Number","80030"
"Population Projections based on Census 2022","2045","55 years","Both sexes","Method - M3","Number","75139"
"Population Projections based on Census 2022","2045","56 years","Both sexes","Method - M1","Number","82916"
"Population Projections based on Census 2022","2045","56 years","Both sexes","Method - M2","Number","78922"
"Population Projections based on Census 2022","2045","56 years","Both sexes","Method - M3","Number","74436"
"Population Projections based on Census 2022","2045","57 years","Both sexes","Method - M1","Number","84832"
"Population Projections based on Census 2022","2045","57 years","Both sexes","Method - M2","Number","81143"
"Population Projections based on Census 2022","2045","57 years","Both sexes","Method - M3","Number","77059"
"Population Projections based on Census 2022","2045","58 years","Both sexes","Method - M1","Number","87537"
"Population Projections based on Census 2022","2045","58 years","Both sexes","Method - M2","Number","84141"
"Population Projections based on Census 2022","2045","58 years","Both sexes","Method - M3","Number","80468"
"Population Projections based on Census 2022","2045","59 years","Both sexes","Method - M1","Number","88127"
"Population Projections based on Census 2022","2045","59 years","Both sexes","Method - M2","Number","84933"
"Population Projections based on Census 2022","2045","59 years","Both sexes","Method - M3","Number","81599"
"Population Projections based on Census 2022","2045","60 years","Both sexes","Method - M1","Number","88054"
"Population Projections based on Census 2022","2045","60 years","Both sexes","Method - M2","Number","85063"
"Population Projections based on Census 2022","2045","60 years","Both sexes","Method - M3","Number","82063"
"Population Projections based on Census 2022","2045","61 years","Both sexes","Method - M1","Number","89817"
"Population Projections based on Census 2022","2045","61 years","Both sexes","Method - M2","Number","87031"
"Population Projections based on Census 2022","2045","61 years","Both sexes","Method - M3","Number","84261"
"Population Projections based on Census 2022","2045","62 years","Both sexes","Method - M1","Number","91470"
"Population Projections based on Census 2022","2045","62 years","Both sexes","Method - M2","Number","88881"
"Population Projections based on Census 2022","2045","62 years","Both sexes","Method - M3","Number","86336"
"Population Projections based on Census 2022","2045","63 years","Both sexes","Method - M1","Number","93198"
"Population Projections based on Census 2022","2045","63 years","Both sexes","Method - M2","Number","90797"
"Population Projections based on Census 2022","2045","63 years","Both sexes","Method - M3","Number","88473"
"Population Projections based on Census 2022","2045","64 years","Both sexes","Method - M1","Number","92583"
"Population Projections based on Census 2022","2045","64 years","Both sexes","Method - M2","Number","90381"
"Population Projections based on Census 2022","2045","64 years","Both sexes","Method - M3","Number","88266"
"Population Projections based on Census 2022","2045","65 years","Both sexes","Method - M1","Number","90637"
"Population Projections based on Census 2022","2045","65 years","Both sexes","Method - M2","Number","88760"
"Population Projections based on Census 2022","2045","65 years","Both sexes","Method - M3","Number","86964"
"Population Projections based on Census 2022","2045","66 years","Both sexes","Method - M1","Number","84359"
"Population Projections based on Census 2022","2045","66 years","Both sexes","Method - M2","Number","82823"
"Population Projections based on Census 2022","2045","66 years","Both sexes","Method - M3","Number","81171"
"Population Projections based on Census 2022","2045","67 years","Both sexes","Method - M1","Number","79074"
"Population Projections based on Census 2022","2045","67 years","Both sexes","Method - M2","Number","77605"
"Population Projections based on Census 2022","2045","67 years","Both sexes","Method - M3","Number","76031"
"Population Projections based on Census 2022","2045","68 years","Both sexes","Method - M1","Number","77820"
"Population Projections based on Census 2022","2045","68 years","Both sexes","Method - M2","Number","76403"
"Population Projections based on Census 2022","2045","68 years","Both sexes","Method - M3","Number","74909"
"Population Projections based on Census 2022","2045","69 years","Both sexes","Method - M1","Number","75956"
"Population Projections based on Census 2022","2045","69 years","Both sexes","Method - M2","Number","74609"
"Population Projections based on Census 2022","2045","69 years","Both sexes","Method - M3","Number","73180"
"Population Projections based on Census 2022","2045","70 years","Both sexes","Method - M1","Number","74338"
"Population Projections based on Census 2022","2045","70 years","Both sexes","Method - M2","Number","73040"
"Population Projections based on Census 2022","2045","70 years","Both sexes","Method - M3","Number","71683"
"Population Projections based on Census 2022","2045","71 years","Both sexes","Method - M1","Number","72794"
"Population Projections based on Census 2022","2045","71 years","Both sexes","Method - M2","Number","71560"
"Population Projections based on Census 2022","2045","71 years","Both sexes","Method - M3","Number","70273"
"Population Projections based on Census 2022","2045","72 years","Both sexes","Method - M1","Number","71950"
"Population Projections based on Census 2022","2045","72 years","Both sexes","Method - M2","Number","70769"
"Population Projections based on Census 2022","2045","72 years","Both sexes","Method - M3","Number","69549"
"Population Projections based on Census 2022","2045","73 years","Both sexes","Method - M1","Number","70351"
"Population Projections based on Census 2022","2045","73 years","Both sexes","Method - M2","Number","69237"
"Population Projections based on Census 2022","2045","73 years","Both sexes","Method - M3","Number","68084"
"Population Projections based on Census 2022","2045","74 years","Both sexes","Method - M1","Number","66492"
"Population Projections based on Census 2022","2045","74 years","Both sexes","Method - M2","Number","65438"
"Population Projections based on Census 2022","2045","74 years","Both sexes","Method - M3","Number","64347"
"Population Projections based on Census 2022","2045","75 years","Both sexes","Method - M1","Number","64299"
"Population Projections based on Census 2022","2045","75 years","Both sexes","Method - M2","Number","63303"
"Population Projections based on Census 2022","2045","75 years","Both sexes","Method - M3","Number","62280"
"Population Projections based on Census 2022","2045","76 years","Both sexes","Method - M1","Number","59653"
"Population Projections based on Census 2022","2045","76 years","Both sexes","Method - M2","Number","58734"
"Population Projections based on Census 2022","2045","76 years","Both sexes","Method - M3","Number","57789"
"Population Projections based on Census 2022","2045","77 years","Both sexes","Method - M1","Number","57766"
"Population Projections based on Census 2022","2045","77 years","Both sexes","Method - M2","Number","56922"
"Population Projections based on Census 2022","2045","77 years","Both sexes","Method - M3","Number","56052"
"Population Projections based on Census 2022","2045","78 years","Both sexes","Method - M1","Number","55579"
"Population Projections based on Census 2022","2045","78 years","Both sexes","Method - M2","Number","54806"
"Population Projections based on Census 2022","2045","78 years","Both sexes","Method - M3","Number","54011"
"Population Projections based on Census 2022","2045","79 years","Both sexes","Method - M1","Number","52888"
"Population Projections based on Census 2022","2045","79 years","Both sexes","Method - M2","Number","52174"
"Population Projections based on Census 2022","2045","79 years","Both sexes","Method - M3","Number","51456"
"Population Projections based on Census 2022","2045","80 years","Both sexes","Method - M1","Number","51794"
"Population Projections based on Census 2022","2045","80 years","Both sexes","Method - M2","Number","51139"
"Population Projections based on Census 2022","2045","80 years","Both sexes","Method - M3","Number","50498"
"Population Projections based on Census 2022","2045","81 years","Both sexes","Method - M1","Number","48347"
"Population Projections based on Census 2022","2045","81 years","Both sexes","Method - M2","Number","47753"
"Population Projections based on Census 2022","2045","81 years","Both sexes","Method - M3","Number","47165"
"Population Projections based on Census 2022","2045","82 years","Both sexes","Method - M1","Number","45498"
"Population Projections based on Census 2022","2045","82 years","Both sexes","Method - M2","Number","44960"
"Population Projections based on Census 2022","2045","82 years","Both sexes","Method - M3","Number","44426"
"Population Projections based on Census 2022","2045","83 years","Both sexes","Method - M1","Number","42926"
"Population Projections based on Census 2022","2045","83 years","Both sexes","Method - M2","Number","42449"
"Population Projections based on Census 2022","2045","83 years","Both sexes","Method - M3","Number","41968"
"Population Projections based on Census 2022","2045","84 years","Both sexes","Method - M1","Number","39566"
"Population Projections based on Census 2022","2045","84 years","Both sexes","Method - M2","Number","39138"
"Population Projections based on Census 2022","2045","84 years","Both sexes","Method - M3","Number","38707"
"Population Projections based on Census 2022","2045","85 years","Both sexes","Method - M1","Number","36270"
"Population Projections based on Census 2022","2045","85 years","Both sexes","Method - M2","Number","35905"
"Population Projections based on Census 2022","2045","85 years","Both sexes","Method - M3","Number","35532"
"Population Projections based on Census 2022","2045","86 years","Both sexes","Method - M1","Number","32151"
"Population Projections based on Census 2022","2045","86 years","Both sexes","Method - M2","Number","31842"
"Population Projections based on Census 2022","2045","86 years","Both sexes","Method - M3","Number","31519"
"Population Projections based on Census 2022","2045","87 years","Both sexes","Method - M1","Number","29239"
"Population Projections based on Census 2022","2045","87 years","Both sexes","Method - M2","Number","28964"
"Population Projections based on Census 2022","2045","87 years","Both sexes","Method - M3","Number","28678"
"Population Projections based on Census 2022","2045","88 years","Both sexes","Method - M1","Number","26671"
"Population Projections based on Census 2022","2045","88 years","Both sexes","Method - M2","Number","26427"
"Population Projections based on Census 2022","2045","88 years","Both sexes","Method - M3","Number","26177"
"Population Projections based on Census 2022","2045","89 years","Both sexes","Method - M1","Number","23483"
"Population Projections based on Census 2022","2045","89 years","Both sexes","Method - M2","Number","23266"
"Population Projections based on Census 2022","2045","89 years","Both sexes","Method - M3","Number","23048"
"Population Projections based on Census 2022","2045","90 years","Both sexes","Method - M1","Number","21099"
"Population Projections based on Census 2022","2045","90 years","Both sexes","Method - M2","Number","20909"
"Population Projections based on Census 2022","2045","90 years","Both sexes","Method - M3","Number","20718"
"Population Projections based on Census 2022","2045","91 years","Both sexes","Method - M1","Number","17880"
"Population Projections based on Census 2022","2045","91 years","Both sexes","Method - M2","Number","17711"
"Population Projections based on Census 2022","2045","91 years","Both sexes","Method - M3","Number","17545"
"Population Projections based on Census 2022","2045","92 years","Both sexes","Method - M1","Number","15872"
"Population Projections based on Census 2022","2045","92 years","Both sexes","Method - M2","Number","15722"
"Population Projections based on Census 2022","2045","92 years","Both sexes","Method - M3","Number","15583"
"Population Projections based on Census 2022","2045","93 years","Both sexes","Method - M1","Number","13040"
"Population Projections based on Census 2022","2045","93 years","Both sexes","Method - M2","Number","12910"
"Population Projections based on Census 2022","2045","93 years","Both sexes","Method - M3","Number","12792"
"Population Projections based on Census 2022","2045","94 years","Both sexes","Method - M1","Number","10474"
"Population Projections based on Census 2022","2045","94 years","Both sexes","Method - M2","Number","10364"
"Population Projections based on Census 2022","2045","94 years","Both sexes","Method - M3","Number","10265"
"Population Projections based on Census 2022","2045","95 years","Both sexes","Method - M1","Number","8480"
"Population Projections based on Census 2022","2045","95 years","Both sexes","Method - M2","Number","8388"
"Population Projections based on Census 2022","2045","95 years","Both sexes","Method - M3","Number","8307"
"Population Projections based on Census 2022","2045","96 years","Both sexes","Method - M1","Number","6410"
"Population Projections based on Census 2022","2045","96 years","Both sexes","Method - M2","Number","6338"
"Population Projections based on Census 2022","2045","96 years","Both sexes","Method - M3","Number","6275"
"Population Projections based on Census 2022","2045","97 years","Both sexes","Method - M1","Number","4696"
"Population Projections based on Census 2022","2045","97 years","Both sexes","Method - M2","Number","4640"
"Population Projections based on Census 2022","2045","97 years","Both sexes","Method - M3","Number","4590"
"Population Projections based on Census 2022","2045","98 years","Both sexes","Method - M1","Number","3315"
"Population Projections based on Census 2022","2045","98 years","Both sexes","Method - M2","Number","3270"
"Population Projections based on Census 2022","2045","98 years","Both sexes","Method - M3","Number","3229"
"Population Projections based on Census 2022","2045","99 years and over","Both sexes","Method - M1","Number","5375"
"Population Projections based on Census 2022","2045","99 years and over","Both sexes","Method - M2","Number","5267"
"Population Projections based on Census 2022","2045","99 years and over","Both sexes","Method - M3","Number","5175"
"Population Projections based on Census 2022","2045","All ages","Both sexes","Method - M1","Number","6541689"
"Population Projections based on Census 2022","2045","All ages","Both sexes","Method - M2","Number","6204520"
"Population Projections based on Census 2022","2045","All ages","Both sexes","Method - M3","Number","5790734"
"Population Projections based on Census 2022","2046","Under 1 year","Both sexes","Method - M1","Number","56910"
"Population Projections based on Census 2022","2046","Under 1 year","Both sexes","Method - M2","Number","52711"
"Population Projections based on Census 2022","2046","Under 1 year","Both sexes","Method - M3","Number","47304"
"Population Projections based on Census 2022","2046","1 year","Both sexes","Method - M1","Number","57385"
"Population Projections based on Census 2022","2046","1 year","Both sexes","Method - M2","Number","53205"
"Population Projections based on Census 2022","2046","1 year","Both sexes","Method - M3","Number","47891"
"Population Projections based on Census 2022","2046","2 years","Both sexes","Method - M1","Number","57776"
"Population Projections based on Census 2022","2046","2 years","Both sexes","Method - M2","Number","53622"
"Population Projections based on Census 2022","2046","2 years","Both sexes","Method - M3","Number","48404"
"Population Projections based on Census 2022","2046","3 years","Both sexes","Method - M1","Number","57979"
"Population Projections based on Census 2022","2046","3 years","Both sexes","Method - M2","Number","53864"
"Population Projections based on Census 2022","2046","3 years","Both sexes","Method - M3","Number","48751"
"Population Projections based on Census 2022","2046","4 years","Both sexes","Method - M1","Number","58060"
"Population Projections based on Census 2022","2046","4 years","Both sexes","Method - M2","Number","53995"
"Population Projections based on Census 2022","2046","4 years","Both sexes","Method - M3","Number","48996"
"Population Projections based on Census 2022","2046","5 years","Both sexes","Method - M1","Number","57984"
"Population Projections based on Census 2022","2046","5 years","Both sexes","Method - M2","Number","53966"
"Population Projections based on Census 2022","2046","5 years","Both sexes","Method - M3","Number","49085"
"Population Projections based on Census 2022","2046","6 years","Both sexes","Method - M1","Number","57868"
"Population Projections based on Census 2022","2046","6 years","Both sexes","Method - M2","Number","53912"
"Population Projections based on Census 2022","2046","6 years","Both sexes","Method - M3","Number","49157"
"Population Projections based on Census 2022","2046","7 years","Both sexes","Method - M1","Number","57661"
"Population Projections based on Census 2022","2046","7 years","Both sexes","Method - M2","Number","53777"
"Population Projections based on Census 2022","2046","7 years","Both sexes","Method - M3","Number","49159"
"Population Projections based on Census 2022","2046","8 years","Both sexes","Method - M1","Number","57393"
"Population Projections based on Census 2022","2046","8 years","Both sexes","Method - M2","Number","53589"
"Population Projections based on Census 2022","2046","8 years","Both sexes","Method - M3","Number","49110"
"Population Projections based on Census 2022","2046","9 years","Both sexes","Method - M1","Number","57803"
"Population Projections based on Census 2022","2046","9 years","Both sexes","Method - M2","Number","54049"
"Population Projections based on Census 2022","2046","9 years","Both sexes","Method - M3","Number","49675"
"Population Projections based on Census 2022","2046","10 years","Both sexes","Method - M1","Number","58146"
"Population Projections based on Census 2022","2046","10 years","Both sexes","Method - M2","Number","54453"
"Population Projections based on Census 2022","2046","10 years","Both sexes","Method - M3","Number","50196"
"Population Projections based on Census 2022","2046","11 years","Both sexes","Method - M1","Number","58475"
"Population Projections based on Census 2022","2046","11 years","Both sexes","Method - M2","Number","54852"
"Population Projections based on Census 2022","2046","11 years","Both sexes","Method - M3","Number","50722"
"Population Projections based on Census 2022","2046","12 years","Both sexes","Method - M1","Number","58768"
"Population Projections based on Census 2022","2046","12 years","Both sexes","Method - M2","Number","55227"
